                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                 1.1893,                0.77833,                 1.2485,                0.80324,                0.77997,                0.81889,                0.50766,                 1.5064,                0.86541,                  1.585,             0.00066425,             0.00066425,             0.00066425
                    144,                 1.1686,                0.78493,                 1.2493,                0.85545,                0.76318,                 0.8268,                0.48352,                 1.5391,                0.89248,                 1.6033,             0.00066013,             0.00066013,             0.00066013
                    145,                 1.1381,                0.75119,                 1.2298,                0.90152,                0.73695,                0.83282,                0.48835,                 1.4638,                0.88682,                 1.5808,               0.000656,               0.000656,               0.000656
                    146,                 1.1189,                 0.7389,                   1.22,                0.87698,                 0.7928,                0.83781,                0.49059,                 1.5392,                0.89841,                 1.6378,             0.00065188,             0.00065188,             0.00065188
                    147,                 1.1384,                0.76254,                 1.2294,                0.86017,                0.81045,                0.84061,                0.50325,                 1.4779,                0.88849,                 1.5819,             0.00064775,             0.00064775,             0.00064775
                    148,                 1.1242,                0.72437,                 1.2092,                0.90607,                0.73966,                0.83314,                 0.4838,                 1.5239,                0.91126,                 1.6253,             0.00064362,             0.00064362,             0.00064362
                    149,                  1.122,                0.74128,                 1.2239,                0.79945,                0.77637,                0.81749,                0.46936,                 1.5555,                0.89529,                 1.6314,              0.0006395,              0.0006395,              0.0006395
                    150,                 1.1453,                0.73969,                 1.2196,                0.85306,                0.77375,                0.82584,                0.48351,                 1.4982,                0.91558,                 1.5971,             0.00063538,             0.00063538,             0.00063538
                    151,                  1.112,                0.73486,                 1.2122,                0.90465,                0.75618,                0.81797,                0.48432,                 1.4943,                0.89184,                 1.5904,             0.00063125,             0.00063125,             0.00063125
                    152,                 1.1511,                0.73444,                 1.2277,                 0.8878,                0.73863,                0.81794,                0.47739,                 1.5289,                0.95465,                 1.6149,             0.00062713,             0.00062713,             0.00062713
                    153,                 1.1003,                0.72367,                 1.2027,                0.78613,                 0.7873,                0.82287,                0.48037,                 1.4983,                0.90894,                 1.5772,               0.000623,               0.000623,               0.000623
                    154,                 1.1408,                0.73825,                 1.2116,                 0.8563,                0.76632,                0.82306,                 0.4856,                  1.498,                0.86996,                 1.5752,             0.00061887,             0.00061887,             0.00061887
                    155,                 1.1271,                0.73307,                 1.2172,                0.89895,                 0.7912,                0.83653,                0.50797,                 1.4846,                0.87089,                  1.586,             0.00061475,             0.00061475,             0.00061475
                    156,                 1.1442,                0.75229,                 1.2329,                 0.8972,                 0.7444,                0.82548,                0.48569,                 1.5146,                0.86858,                 1.6298,             0.00061062,             0.00061062,             0.00061062
                    157,                  1.133,                0.75133,                 1.2222,                 0.8972,                0.78928,                0.84329,                0.49742,                 1.4885,                0.83693,                 1.5971,              0.0006065,              0.0006065,              0.0006065
                    158,                 1.1211,                0.73535,                 1.2104,                0.83251,                0.74489,                 0.8304,                0.48392,                 1.5292,                0.90436,                 1.6096,             0.00060238,             0.00060238,             0.00060238
                    159,                 1.0886,                0.69429,                 1.1972,                0.88023,                0.76332,                0.82478,                0.50162,                 1.4612,                0.82881,                  1.576,             0.00059825,             0.00059825,             0.00059825
                    160,                 1.1123,                0.71214,                  1.199,                0.78473,                 0.7763,                0.82107,                0.49023,                 1.4548,                0.88922,                 1.5607,             0.00059413,             0.00059413,             0.00059413
                    161,                 1.1196,                0.72384,                 1.2117,                0.85281,                0.80289,                0.83713,                0.47186,                 1.5414,                 0.8633,                 1.6254,                0.00059,                0.00059,                0.00059
                    162,                   1.14,                0.72467,                 1.2211,                0.86363,                0.77161,                0.84189,                0.48766,                 1.5065,                0.86892,                 1.5678,             0.00058588,             0.00058588,             0.00058588
                    163,                 1.0973,                0.73964,                 1.2149,                0.89092,                0.77403,                0.82725,                 0.4774,                 1.5187,                0.87338,                 1.6202,             0.00058175,             0.00058175,             0.00058175
                    164,                 1.0995,                0.69719,                 1.1781,                0.85329,                0.80797,                0.84983,                0.49977,                 1.4702,                0.81852,                 1.5844,             0.00057763,             0.00057763,             0.00057763
                    165,                 1.0756,                0.70759,                   1.19,                0.86664,                0.77071,                0.84884,                0.50159,                 1.4939,                0.84411,                 1.5948,              0.0005735,              0.0005735,              0.0005735
                    166,                 1.1281,                0.71755,                 1.2002,                0.83942,                0.80164,                0.84746,                0.50797,                 1.4778,                0.84987,                 1.5801,             0.00056938,             0.00056938,             0.00056938
                    167,                 1.0605,                0.69871,                 1.1978,                0.83742,                0.80326,                0.84168,                0.49641,                 1.4834,                0.84879,                 1.5769,             0.00056525,             0.00056525,             0.00056525
                    168,                  1.074,                0.68223,                 1.1958,                0.92587,                0.78675,                0.87889,                0.51161,                 1.4842,                0.85865,                 1.5738,             0.00056112,             0.00056112,             0.00056112
                    169,                 1.0632,                 0.7009,                 1.1875,                0.91237,                0.76827,                0.85908,                 0.5066,                 1.4684,                 0.8707,                 1.5801,               0.000557,               0.000557,               0.000557
                    170,                 1.0701,                0.71647,                 1.1988,                0.89453,                0.74874,                0.85588,                0.51548,                  1.456,                 0.8838,                 1.5564,             0.00055287,             0.00055287,             0.00055287
                    171,                 1.0719,                0.69054,                 1.1856,                0.88105,                0.78897,                0.84785,                0.50546,                 1.4668,                0.85449,                 1.5595,             0.00054875,             0.00054875,             0.00054875
                    172,                 1.0866,                0.71906,                 1.2221,                0.92301,                0.77162,                0.84329,                 0.4901,                 1.5333,                0.85782,                 1.6272,             0.00054463,             0.00054463,             0.00054463
                    173,                 1.0609,                0.68675,                 1.1945,                0.87927,                0.77376,                0.84977,                0.50309,                 1.4955,                0.86144,                 1.6033,              0.0005405,              0.0005405,              0.0005405
                    174,                 1.0529,                0.67137,                 1.1876,                0.91854,                0.79353,                0.86019,                0.51468,                 1.5401,                0.82989,                 1.6149,             0.00053638,             0.00053638,             0.00053638
                    175,                 1.0662,                0.67089,                   1.18,                 0.9035,                0.79802,                0.86311,                0.51833,                 1.5338,                0.83411,                 1.6178,             0.00053225,             0.00053225,             0.00053225
                    176,                  1.075,                0.67527,                 1.1982,                0.91607,                0.79097,                0.85916,                0.51075,                 1.4907,                0.85481,                  1.595,             0.00052812,             0.00052812,             0.00052812
                    177,                 1.0511,                0.68812,                 1.1809,                0.91618,                 0.7847,                0.85067,                0.50369,                 1.4891,                0.86728,                 1.6097,               0.000524,               0.000524,               0.000524
                    178,                  1.089,                0.69773,                 1.1963,                0.90145,                0.75767,                0.84964,                0.50387,                 1.4973,                0.87121,                 1.5891,             0.00051988,             0.00051988,             0.00051988
                    179,                 1.0758,                0.69851,                 1.1897,                0.89504,                0.77339,                0.84361,                0.50235,                 1.5183,                0.84557,                 1.6148,             0.00051575,             0.00051575,             0.00051575
                    180,                 1.0703,                0.68086,                 1.1766,                0.92197,                0.76533,                0.85958,                0.52011,                  1.461,                0.85835,                 1.5719,             0.00051163,             0.00051163,             0.00051163
                    181,                 1.0445,                0.67023,                  1.175,                0.85931,                0.81788,                0.87204,                0.51189,                 1.4884,                0.84309,                 1.5792,              0.0005075,              0.0005075,              0.0005075
                    182,                 1.0421,                0.66801,                 1.1747,                0.91427,                0.76605,                0.85561,                0.49781,                 1.4909,                  0.863,                 1.5882,             0.00050337,             0.00050337,             0.00050337
                    183,                 1.0572,                0.67278,                 1.1583,                0.86993,                0.76792,                0.85982,                0.51131,                 1.4627,                0.87015,                 1.5543,             0.00049925,             0.00049925,             0.00049925
                    184,                 1.0567,                0.67348,                 1.1701,                0.86991,                0.79307,                0.84945,                 0.5062,                 1.4967,                0.86238,                 1.6027,             0.00049513,             0.00049513,             0.00049513
                    185,                 1.0646,                0.68686,                 1.1973,                0.84765,                0.79823,                0.85501,                0.50915,                 1.5124,                0.86653,                 1.6048,               0.000491,               0.000491,               0.000491
                    186,                 1.0404,                0.67081,                 1.1702,                0.90515,                 0.8106,                0.86247,                 0.4998,                 1.4823,                0.81419,                 1.5958,             0.00048687,             0.00048687,             0.00048687
                    187,                 1.0549,                0.69767,                 1.1723,                0.90418,                 0.7666,                0.84483,                0.50803,                 1.4939,                0.86703,                 1.5884,             0.00048275,             0.00048275,             0.00048275
                    188,                 1.0326,                0.67985,                  1.173,                0.92399,                0.78657,                  0.857,                0.49261,                 1.5297,                 0.9214,                 1.6102,             0.00047863,             0.00047863,             0.00047863
                    189,                  1.031,                0.66534,                 1.1742,                0.88026,                0.76767,                0.85306,                0.51551,                   1.46,                0.84421,                 1.5616,              0.0004745,              0.0004745,              0.0004745
                    190,                 1.0427,                0.64407,                 1.1646,                0.84881,                0.79863,                0.86199,                0.49225,                 1.5121,                0.86604,                 1.6085,             0.00047038,             0.00047038,             0.00047038
                    191,                 1.0389,                0.65178,                 1.1666,                0.92953,                0.74466,                0.84784,                0.51209,                 1.5095,                0.88586,                 1.5845,             0.00046625,             0.00046625,             0.00046625
                    192,                 1.0146,                0.64805,                 1.1602,                0.91002,                0.80229,                0.85962,                 0.5113,                 1.5261,                0.85413,                 1.6041,             0.00046212,             0.00046212,             0.00046212
                    193,                 1.0082,                0.64634,                 1.1495,                0.90481,                0.82726,                0.84797,                0.49674,                 1.4906,                0.86665,                  1.602,               0.000458,               0.000458,               0.000458
                    194,                 1.0263,                0.65588,                 1.1682,                0.90502,                0.75286,                0.85352,                0.50992,                 1.4683,                0.84978,                 1.6114,             0.00045388,             0.00045388,             0.00045388
                    195,                 1.0093,                0.63712,                 1.1556,                0.85413,                0.79776,                 0.8659,                0.50804,                 1.4876,                0.84705,                 1.6008,             0.00044975,             0.00044975,             0.00044975
                    196,                0.98766,                0.61274,                 1.1383,                0.85344,                0.81571,                0.86684,                0.52099,                 1.4769,                0.83141,                 1.5851,             0.00044563,             0.00044563,             0.00044563
                    197,                 1.0211,                0.64079,                 1.1416,                0.88175,                0.78278,                0.85337,                 0.4925,                 1.4861,                0.88053,                 1.6061,              0.0004415,              0.0004415,              0.0004415
                    198,                 1.0044,                0.63853,                 1.1624,                0.87109,                0.79424,                 0.8601,                0.50394,                 1.5145,                0.83696,                 1.6132,             0.00043738,             0.00043738,             0.00043738
                    199,                 1.0043,                0.63416,                 1.1517,                 0.9144,                0.78971,                0.84279,                0.50479,                 1.4678,                0.84114,                 1.6095,             0.00043325,             0.00043325,             0.00043325
                    200,                 1.0072,                 0.6518,                 1.1504,                0.85479,                0.79289,                0.85689,                0.51149,                 1.4501,                0.87249,                  1.581,             0.00042912,             0.00042912,             0.00042912
                    201,                 1.0093,                0.62555,                 1.1475,                0.90714,                0.78108,                0.85475,                0.50595,                 1.4443,                0.87861,                 1.5828,               0.000425,               0.000425,               0.000425
                    202,                 1.0017,                 0.6439,                 1.1581,                0.93119,                 0.7368,                0.85645,                0.51147,                 1.4915,                0.87353,                 1.6159,             0.00042087,             0.00042087,             0.00042087
                    203,                 1.0304,                0.66217,                 1.1717,                0.85388,                0.80819,                0.86534,                0.52467,                 1.4707,                0.88133,                 1.5884,             0.00041675,             0.00041675,             0.00041675
                    204,                 1.0519,                0.65702,                 1.1727,                0.88363,                0.80222,                 0.8645,                0.53154,                 1.4425,                0.86277,                 1.5525,             0.00041263,             0.00041263,             0.00041263
                    205,                 1.0039,                0.61931,                 1.1452,                0.86695,                0.81514,                0.86492,                0.51554,                 1.4878,                0.91649,                  1.585,              0.0004085,              0.0004085,              0.0004085
                    206,                 1.0051,                0.63373,                 1.1537,                0.84908,                0.80584,                 0.8591,                0.51333,                 1.5203,                0.86294,                 1.6086,             0.00040438,             0.00040438,             0.00040438
                    207,                 0.9885,                0.62411,                 1.1446,                0.87395,                0.76516,                0.86511,                0.51808,                 1.4935,                0.87597,                 1.6037,             0.00040025,             0.00040025,             0.00040025
                    208,                0.99294,                0.61434,                 1.1428,                0.87239,                0.82603,                0.86777,                0.52428,                 1.4766,                0.82852,                 1.5867,             0.00039613,             0.00039613,             0.00039613
                    209,                 1.0151,                0.62866,                 1.1487,                0.86815,                0.78753,                0.86622,                0.51778,                 1.5105,                0.85068,                 1.6281,               0.000392,               0.000392,               0.000392
                    210,                0.99934,                0.63416,                 1.1392,                0.86079,                0.83685,                 0.8775,                0.51297,                 1.5244,                0.85942,                 1.6405,             0.00038788,             0.00038788,             0.00038788
                    211,                0.96717,                0.60862,                 1.1367,                 0.8813,                0.79659,                0.86258,                0.51362,                 1.5076,                0.86461,                 1.6127,             0.00038375,             0.00038375,             0.00038375
                    212,                0.98561,                0.64142,                 1.1554,                0.88561,                0.77066,                0.85256,                 0.5054,                 1.5266,                0.92734,                 1.6502,             0.00037962,             0.00037962,             0.00037962
                    213,                 1.0035,                0.63096,                 1.1491,                0.88024,                0.78561,                0.86695,                0.51311,                 1.4909,                0.87583,                 1.6268,              0.0003755,              0.0003755,              0.0003755
                    214,                0.99293,                0.60945,                  1.156,                 0.8877,                0.78152,                0.86738,                0.50457,                 1.5052,                0.84935,                 1.6084,             0.00037138,             0.00037138,             0.00037138
                    215,                 1.0024,                0.61913,                 1.1622,                0.90555,                0.78533,                 0.8646,                0.51145,                 1.4665,                0.88622,                 1.5816,             0.00036725,             0.00036725,             0.00036725
                    216,                0.98908,                0.60468,                 1.1402,                0.82385,                0.84396,                0.87317,                0.51394,                 1.4831,                 0.8331,                  1.605,             0.00036313,             0.00036313,             0.00036313
                    217,                  0.985,                0.61961,                 1.1265,                0.87978,                0.79415,                0.86207,                0.50904,                 1.5079,                0.82404,                 1.6279,               0.000359,               0.000359,               0.000359
                    218,                0.95739,                 0.6122,                 1.1342,                0.88513,                0.79665,                0.86632,                0.49647,                 1.5354,                0.82443,                   1.64,             0.00035487,             0.00035487,             0.00035487
                    219,                0.96307,                0.59234,                 1.1239,                0.86918,                0.77825,                0.86725,                0.50445,                 1.5055,                0.83093,                 1.6265,             0.00035075,             0.00035075,             0.00035075
                    220,                0.98617,                0.61342,                 1.1522,                0.90147,                0.83309,                0.89259,                0.52127,                 1.4752,                0.82605,                 1.5887,             0.00034663,             0.00034663,             0.00034663
                    221,                0.95428,                0.60202,                 1.1264,                0.86502,                0.77391,                0.87548,                0.51453,                 1.5153,                0.89412,                 1.6165,              0.0003425,              0.0003425,              0.0003425
                    222,                0.95146,                0.60383,                 1.1464,                0.89518,                0.81814,                0.87959,                0.52068,                  1.464,                0.86357,                 1.5843,             0.00033838,             0.00033838,             0.00033838
                    223,                 0.9776,                0.61806,                 1.1387,                0.90732,                0.81379,                0.87953,                0.50962,                 1.4899,                0.85924,                 1.6277,             0.00033425,             0.00033425,             0.00033425
                    224,                0.96078,                0.58995,                 1.1194,                0.92499,                0.82149,                0.88602,                0.51064,                  1.477,                0.81209,                 1.6205,             0.00033013,             0.00033013,             0.00033013
                    225,                0.95216,                0.60141,                  1.109,                0.87866,                0.84491,                0.87674,                0.52357,                 1.4663,                0.80037,                 1.5964,               0.000326,               0.000326,               0.000326
                    226,                0.94744,                0.60045,                 1.1146,                 0.9174,                 0.7869,                 0.8657,                 0.5195,                 1.5065,                0.81352,                 1.6353,             0.00032188,             0.00032188,             0.00032188
                    227,                0.95196,                0.58916,                 1.1104,                0.87588,                0.81717,                0.85672,                0.50858,                 1.5084,                0.83812,                 1.6251,             0.00031775,             0.00031775,             0.00031775
                    228,                 0.9763,                0.59562,                 1.1299,                0.89276,                0.81586,                0.87255,                0.51691,                 1.4971,                0.85846,                  1.623,             0.00031362,             0.00031362,             0.00031362
                    229,                0.94019,                0.60874,                  1.121,                0.88577,                0.82699,                0.87708,                0.51284,                 1.4639,                0.80593,                 1.5968,              0.0003095,              0.0003095,              0.0003095
                    230,                0.95393,                0.59835,                 1.1221,                0.89334,                0.79442,                0.86234,                0.51857,                 1.4994,                 0.8449,                   1.62,             0.00030538,             0.00030538,             0.00030538
                    231,                0.94948,                0.59326,                 1.0987,                0.86028,                0.82935,                 0.8719,                0.52295,                  1.512,                0.85309,                 1.6288,             0.00030125,             0.00030125,             0.00030125
                    232,                0.95883,                 0.5949,                  1.124,                0.90655,                0.79119,                0.88128,                0.51731,                  1.488,                0.83661,                 1.6178,             0.00029713,             0.00029713,             0.00029713
                    233,                0.93995,                0.58807,                 1.1237,                 0.8864,                0.78918,                 0.8722,                0.52306,                 1.4532,                 0.8635,                 1.6023,               0.000293,               0.000293,               0.000293
                    234,                 0.9604,                0.59862,                 1.1189,                0.88614,                0.80211,                0.86773,                0.51128,                 1.4812,                0.84684,                 1.5978,             0.00028888,             0.00028888,             0.00028888
                    235,                0.91709,                0.57213,                 1.1126,                0.84826,                0.81867,                 0.8671,                0.50499,                 1.5379,                0.88254,                 1.6578,             0.00028475,             0.00028475,             0.00028475
                    236,                0.92905,                0.57001,                 1.1049,                0.91293,                0.81957,                0.87777,                 0.5016,                 1.5086,                 0.8137,                 1.6346,             0.00028063,             0.00028063,             0.00028063
                    237,                0.92681,                0.58089,                 1.1036,                0.90706,                0.81521,                0.87609,                0.51565,                 1.4747,                0.83208,                 1.5999,              0.0002765,              0.0002765,              0.0002765
                    238,                0.93468,                0.59381,                 1.1198,                0.89398,                0.78663,                0.86554,                0.51712,                 1.4931,                0.82807,                 1.6156,             0.00027237,             0.00027237,             0.00027237
                    239,                0.90578,                0.58109,                 1.1091,                0.91204,                0.76731,                 0.8562,                0.51111,                 1.5035,                 0.8608,                 1.6329,             0.00026825,             0.00026825,             0.00026825
                    240,                0.94659,                0.56766,                 1.1185,                0.91346,                 0.7915,                0.86813,                0.53372,                 1.4607,                 0.8661,                  1.577,             0.00026413,             0.00026413,             0.00026413
                    241,                0.92885,                0.57062,                 1.1199,                0.92237,                0.79648,                0.87799,                0.53036,                 1.4759,                0.83808,                    1.6,                0.00026,                0.00026,                0.00026
                    242,                0.90781,                0.56004,                 1.0966,                 0.8855,                0.81443,                0.87398,                0.52188,                 1.4678,                0.88079,                 1.5953,             0.00025587,             0.00025587,             0.00025587
                    243,                 0.9194,                0.56899,                 1.1282,                0.85666,                0.80619,                0.87718,                 0.5332,                 1.4473,                0.88783,                 1.5967,             0.00025175,             0.00025175,             0.00025175
                    244,                0.90031,                0.56249,                 1.0985,                0.91208,                0.82585,                0.87807,                0.52851,                 1.4531,                0.83631,                 1.5808,             0.00024762,             0.00024762,             0.00024762
                    245,                0.91998,                0.57883,                 1.1176,                0.85711,                0.79855,                0.86608,                0.53172,                 1.4839,                0.86307,                 1.5892,              0.0002435,              0.0002435,              0.0002435
                    246,                0.90443,                0.55321,                 1.0871,                0.90213,                0.82808,                0.87937,                0.52266,                 1.4933,                0.85435,                 1.6224,             0.00023938,             0.00023938,             0.00023938
                    247,                0.92456,                0.58429,                 1.1052,                0.87074,                0.82992,                0.87505,                0.52376,                 1.4861,                0.83222,                 1.6156,             0.00023525,             0.00023525,             0.00023525
                    248,                0.92821,                0.58514,                 1.1136,                0.89314,                0.80792,                0.88297,                 0.5252,                 1.4845,                0.82551,                 1.6193,             0.00023112,             0.00023112,             0.00023112
                    249,                0.89798,                0.55681,                 1.1021,                0.88125,                0.82615,                0.87561,                0.51559,                 1.4817,                 0.8584,                  1.616,               0.000227,               0.000227,               0.000227
                    250,                0.90254,                0.56194,                 1.0883,                0.89297,                0.83783,                0.87857,                0.52416,                 1.4592,                0.84378,                 1.6182,             0.00022288,             0.00022288,             0.00022288
                    251,                0.93621,                0.58487,                 1.1263,                 0.8917,                0.83755,                0.87865,                0.53606,                 1.4582,                0.84708,                 1.5944,             0.00021875,             0.00021875,             0.00021875
                    252,                0.90952,                0.55573,                 1.0862,                0.92227,                0.83342,                0.87842,                 0.5357,                  1.454,                0.83449,                 1.5869,             0.00021462,             0.00021462,             0.00021462
                    253,                0.90383,                0.55114,                 1.0908,                0.92558,                0.83318,                0.88222,                0.52976,                 1.4538,                0.79757,                 1.5992,              0.0002105,              0.0002105,              0.0002105
                    254,                0.90205,                 0.5778,                 1.1045,                0.93023,                0.80034,                0.88405,                0.53274,                 1.4698,                0.83136,                 1.5994,             0.00020637,             0.00020637,             0.00020637
                    255,                0.92186,                0.56224,                 1.1036,                0.89147,                0.82962,                 0.8846,                0.53142,                 1.4356,                0.79757,                 1.5853,             0.00020225,             0.00020225,             0.00020225
                    256,                0.89148,                0.55687,                 1.0886,                0.89606,                0.82141,                0.87859,                0.53012,                 1.4288,                0.80681,                 1.5823,             0.00019813,             0.00019813,             0.00019813
                    257,                0.88875,                0.54999,                 1.0953,                0.88771,                0.83031,                0.87872,                0.53117,                 1.4441,                 0.8181,                 1.5882,               0.000194,               0.000194,               0.000194
                    258,                0.87868,                 0.5513,                  1.103,                0.92627,                0.78686,                0.88254,                0.53987,                 1.4668,                 0.8241,                 1.6148,             0.00018987,             0.00018987,             0.00018987
                    259,                0.90418,                  0.562,                 1.0923,                0.91142,                0.81601,                0.88076,                0.52464,                 1.4568,                0.80265,                 1.6136,             0.00018575,             0.00018575,             0.00018575
                    260,                0.88722,                0.54811,                 1.0796,                0.88591,                0.82756,                0.87855,                0.53448,                 1.4497,                 0.8121,                 1.5917,             0.00018163,             0.00018163,             0.00018163
                    261,                0.89271,                0.54674,                 1.0986,                0.90451,                0.80344,                0.87367,                0.52401,                 1.4892,                0.84383,                 1.6172,              0.0001775,              0.0001775,              0.0001775
                    262,                0.88505,                0.55505,                 1.0934,                 0.9341,                 0.7862,                0.88044,                0.53495,                 1.4617,                 0.8057,                 1.5919,             0.00017338,             0.00017338,             0.00017338
                    263,                0.87964,                0.52888,                  1.086,                 0.8721,                0.82504,                 0.8847,                 0.5318,                 1.4739,                0.82543,                 1.6024,             0.00016925,             0.00016925,             0.00016925
                    264,                0.88184,                0.54277,                 1.0883,                0.90025,                0.82572,                 0.8879,                0.52714,                 1.4725,                0.80265,                 1.6091,             0.00016512,             0.00016512,             0.00016512
                    265,                0.86405,                0.52657,                 1.0823,                0.86539,                0.83595,                0.87592,                 0.5286,                 1.4733,                0.84183,                 1.6045,               0.000161,               0.000161,               0.000161
                    266,                0.86165,                0.53352,                 1.0688,                0.88943,                 0.8109,                0.87958,                0.52438,                 1.4624,                0.87623,                 1.6149,             0.00015688,             0.00015688,             0.00015688
                    267,                0.87623,                0.54028,                 1.1056,                0.92423,                0.78467,                0.87643,                0.52021,                 1.4557,                0.83197,                 1.6136,             0.00015275,             0.00015275,             0.00015275
                    268,                0.86408,                 0.5521,                  1.071,                0.92065,                0.80197,                0.87999,                0.51867,                 1.4679,                   0.81,                 1.6157,             0.00014862,             0.00014862,             0.00014862
                    269,                0.86924,                 0.5333,                 1.0818,                0.89293,                0.82004,                0.88737,                0.52714,                 1.4714,                0.84214,                 1.6068,              0.0001445,              0.0001445,              0.0001445
                    270,                0.88528,                0.54869,                 1.0788,                0.90493,                  0.812,                0.89017,                 0.5235,                  1.471,                0.84041,                 1.6085,             0.00014038,             0.00014038,             0.00014038
                    271,                0.87916,                 0.5409,                 1.0853,                0.90223,                0.79931,                0.88222,                0.52823,                 1.4641,                0.83965,                 1.6028,             0.00013625,             0.00013625,             0.00013625
                    272,                0.87034,                0.53946,                 1.0674,                0.89104,                0.79721,                0.87849,                0.53611,                 1.4467,                0.83292,                 1.5887,             0.00013212,             0.00013212,             0.00013212
                    273,                0.86822,                 0.5225,                  1.084,                0.91402,                0.79336,                0.87807,                0.52545,                 1.4669,                0.82453,                 1.6084,               0.000128,               0.000128,               0.000128
                    274,                0.88025,                0.53503,                 1.0932,                0.90499,                0.79565,                0.86903,                0.52694,                 1.4709,                0.86607,                 1.6129,             0.00012387,             0.00012387,             0.00012387
                    275,                0.83164,                0.53299,                 1.0576,                0.90565,                0.80677,                 0.8706,                0.52282,                 1.4688,                0.83956,                 1.6104,             0.00011975,             0.00011975,             0.00011975
                    276,                0.87593,                0.53298,                   1.09,                0.90969,                0.79853,                0.87746,                0.52146,                  1.462,                0.83525,                  1.612,             0.00011563,             0.00011563,             0.00011563
                    277,                 0.8389,                0.50638,                 1.0609,                0.89705,                0.80365,                0.88135,                0.51734,                 1.4917,                0.85009,                 1.6331,              0.0001115,              0.0001115,              0.0001115
                    278,                0.84913,                 0.5465,                 1.0717,                0.91696,                0.79761,                0.87942,                0.51636,                 1.4855,                0.87236,                 1.6205,             0.00010737,             0.00010737,             0.00010737
                    279,                0.85169,                0.52642,                 1.0684,                0.90574,                0.81849,                0.87362,                0.51937,                 1.4917,                0.86814,                  1.623,             0.00010325,             0.00010325,             0.00010325
                    280,                0.87069,                 0.5341,                 1.0872,                0.92276,                0.79903,                0.87798,                0.53214,                 1.4799,                0.85547,                 1.6134,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    281,                0.86751,                0.52463,                 1.0818,                0.90149,                0.80755,                0.87614,                0.53058,                 1.4666,                0.84741,                 1.6103,                9.5e-05,                9.5e-05,                9.5e-05
                    282,                0.84476,                0.50868,                 1.0694,                0.90625,                0.80003,                0.87756,                0.52624,                 1.4806,                 0.8515,                 1.6175,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    283,                0.85344,                0.51439,                 1.0692,                  0.894,                0.81563,                0.87824,                0.53567,                  1.457,                0.84227,                 1.5984,              8.675e-05,              8.675e-05,              8.675e-05
                    284,                0.84588,                0.52778,                 1.0755,                0.91444,                0.79418,                0.87623,                 0.5255,                 1.4777,                0.86729,                 1.6104,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    285,                0.85563,                0.52769,                 1.0646,                0.88909,                0.82173,                0.88002,                0.52838,                 1.4715,                0.86055,                 1.6104,               7.85e-05,               7.85e-05,               7.85e-05
                    286,                0.83214,                 0.5155,                 1.0755,                0.86712,                 0.8485,                0.87646,                0.52464,                 1.4778,                0.87447,                 1.6101,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    287,                0.83722,                0.51179,                 1.0814,                0.87933,                0.82652,                 0.8769,                0.52186,                  1.475,                0.87923,                 1.6031,              7.025e-05,              7.025e-05,              7.025e-05
                    288,                0.85394,                0.52221,                 1.0762,                0.87433,                0.81463,                0.87749,                0.51855,                 1.4811,                0.87593,                 1.6184,             6.6125e-05,             6.6125e-05,             6.6125e-05
                    289,                0.86245,                0.53093,                 1.0819,                0.88454,                0.82927,                0.88109,                 0.5178,                 1.4863,                0.85793,                 1.6301,                6.2e-05,                6.2e-05,                6.2e-05
                    290,                0.76701,                 0.4801,                 1.0684,                0.88349,                0.82086,                0.88204,                0.52459,                 1.4639,                0.83295,                 1.6134,             5.7875e-05,             5.7875e-05,             5.7875e-05
                    291,                0.76392,                0.46867,                 1.0649,                 0.8805,                0.80162,                0.88202,                0.51872,                 1.4883,                0.84988,                 1.6348,              5.375e-05,              5.375e-05,              5.375e-05
                    292,                0.74084,                0.45667,                 1.0504,                0.86289,                0.81115,                0.88042,                0.52262,                 1.4815,                0.86471,                 1.6339,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    293,                0.73827,                0.43411,                  1.054,                0.85857,                0.82037,                0.87789,                0.53124,                 1.4683,                0.86313,                 1.6205,               4.55e-05,               4.55e-05,               4.55e-05
                    294,                 0.7526,                0.44679,                 1.0587,                0.88908,                0.82854,                  0.883,                0.52317,                 1.4799,                0.86512,                 1.6326,             4.1375e-05,             4.1375e-05,             4.1375e-05
                    295,                0.72865,                0.43425,                 1.0487,                0.87903,                0.83541,                0.88117,                0.53173,                 1.4908,                0.87144,                 1.6389,              3.725e-05,              3.725e-05,              3.725e-05
                    296,                 0.7383,                0.43927,                 1.0447,                0.87887,                0.81338,                0.88052,                0.53235,                 1.4773,                0.87694,                 1.6248,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    297,                0.74062,                0.44764,                 1.0457,                0.89522,                0.79328,                 0.8809,                0.53143,                 1.4806,                0.88365,                 1.6225,                2.9e-05,                2.9e-05,                2.9e-05
